,company,alt_company_name,company_location,review_year,country_bean_origin,intra_country_prod,specific_bean_origin_or_bar_name,percent_cocoa,num_ingredients,beans,sugar,sweetener_other,cocoa_butter,vanilla,lecithin,salt,characteristics,rating,continent
1969,Ritual,,U.S.A.,2013,Peru,0,"Maranon, Cajamarca, batch 002",0.75,2,1,1,0,0,0,0,0,"intense, roasty, spice",3.0,North America
1970,Ritual,,U.S.A.,2013,Belize,0,"Toledo District, Maya, batch 001",0.75,2,1,1,0,0,0,0,0,"thick, slow, pure",3.75,North America
1971,Ritual,,U.S.A.,2015,Ecuador,0,"Camino Verde P., Balao, Guayas, 2014, b. 001",0.85,2,1,1,0,0,0,0,0,"mild bitter, woody, bourbon",3.5,North America
1972,Ritual,,U.S.A.,2015,Blend,0,"Mid Mountain, 2014, batch 002",0.7,2,1,1,0,0,0,0,0,"sticky, woody",3.5,North America
1973,Ritual,,U.S.A.,2016,Ecuador,0,"Camino Verde P., Balao, 2015 harvest, batch8",0.75,2,1,1,0,0,0,0,0,"floral, bourbon, balanced",3.75,North America
1974,Ritual,,U.S.A.,2017,Mexico,0,Xoconusco,0.75,3,1,1,0,1,0,0,0,"smooth, coffee, rich cocoa",3.75,North America
1975,Ritual,,U.S.A.,2019,Nicaragua,0,"La Colonia, Enliven Cacao",0.7,2,1,1,0,0,0,0,0,"complex, honey, fruit, nut",3.5,North America
1976,Ritual,,U.S.A.,2019,Trinidad,0,"Jagassar Estate, Moruga Region, microlot",0.8,2,1,1,0,0,0,0,0,"rich brownie, dried fruit",3.5,North America
1977,Ritual,,U.S.A.,2020,Madagascar,0,"Sambirano, 2019 h., batch 7",0.75,3,1,1,0,1,0,0,0,"tart fruit, roasty",3.5,North America
1978,River-Sea,,U.S.A.,2018,Tanzania,0,"Kokoa Kamili, Morogoro",0.72,3,1,1,0,1,0,0,0,"muted, heavy roast",3.0,North America
1979,River-Sea,,U.S.A.,2019,Fiji,0,"Vanua Levu, Matasawalevu",0.7,3,1,1,0,1,0,0,0,"fatty, rubbery, nutty",2.5,North America
1980,River-Sea,,U.S.A.,2019,Peru,0,Ucayali,0.7,3,1,1,0,1,0,0,0,"fatty, rubbery, off",2.5,North America
1981,Roasting Masters,,South Korea,2016,Costa Rica,0,"La Dorado, light roast",0.7,2,1,1,0,0,0,0,0,"dried fruit, intense",3.25,Asia
1982,Roasting Masters,,South Korea,2016,Costa Rica,0,"Tapanti, light roast",0.7,2,1,1,0,0,0,0,0,"fatty, honey, slight sour",3.25,Asia
1983,Roasting Masters,,South Korea,2016,Costa Rica,0,Maleku,0.7,2,1,1,0,0,0,0,0,"roasty, coffee, intense",3.25,Asia
1984,Robert (aka Chocolaterie Robert),,Madagascar,2013,Madagascar,1,Madagascar,0.75,5,1,1,0,1,1,1,0,"rich cocoa, nutty",3.25,Africa
1985,Robert (aka Chocolaterie Robert),,Madagascar,2013,Madagascar,1,Madagascar w/ nibs,0.68,4,1,1,0,1,0,1,0,"basic cocoa, large nibs",3.25,Africa
1986,Rococo (Grenada Chocolate Co.),,U.K.,2012,Grenada,0,"Gru Grococo, St. Andrews",0.66,0,0,0,0,0,0,0,0,"earthy, mild nutty",3.5,Europe
1987,Rogue,,U.S.A.,2008,Dominican Republic,0,"Hispaniola, 2008",0.7,2,1,1,0,0,0,0,0,"nutty, earthy, mild off note",2.75,North America
1988,Rogue,,U.S.A.,2008,Jamaica,0,Jamaica,0.7,2,1,1,0,0,0,0,0,"sandy, heavy roast, woody",2.75,North America
1989,Rogue,,U.S.A.,2008,Madagascar,0,"Sambirano, 2008",0.7,2,1,1,0,0,0,0,0,"raisins, sour, roasty",3.0,North America
1990,Rogue,,U.S.A.,2008,Trinidad,0,Trinidad,0.7,2,1,1,0,0,0,0,0,"dry, honey, roasty",3.0,North America
1991,Rogue,,U.S.A.,2009,Venezuela,0,Rio Caribe,0.7,2,1,1,0,0,0,0,0,"mint, sweet spices",3.5,North America
1992,Rogue,,U.S.A.,2010,Peru,0,Piura,0.75,2,1,1,0,0,0,0,0,"smooth,intense,fruit, complex",3.75,North America
1993,Rogue,,U.S.A.,2011,Bolivia,0,"Silvestre, Batch 1, 2011",0.75,2,1,1,0,0,0,0,0,"rich brownie, roasty, sour",3.0,North America
1994,Rogue,,U.S.A.,2012,Ecuador,0,"Camino Verde P., Balao, Guayas",0.75,2,1,1,0,0,0,0,0,"floral, bourbon, mocha",3.75,North America
1995,Rogue,,U.S.A.,2013,Madagascar,0,"Akessons Estate, Sambirano, 2013",0.7,2,1,1,0,0,0,0,0,"creamy, heavy roast, citrus",3.5,North America
1996,Rogue,,U.S.A.,2013,Dominican Republic,0,"Hispaniola, 2013",0.7,2,1,1,0,0,0,0,0,"sticky, earthy, smokey",3.5,North America
1997,Rogue,,U.S.A.,2013,Jamaica,0,"Bachelor's Hall E., St. Thomas Parish, batch 1",0.75,2,1,1,0,0,0,0,0,"intense, dark berry, spice",3.75,North America
1998,Rogue,,U.S.A.,2013,Bolivia,0,"Silvestre, Batch 7, 2013",0.75,2,1,1,0,0,0,0,0,"smooth, banana, tart, roasty",4.0,North America
1999,Rogue,,U.S.A.,2014,Venezuela,0,Porcelana,0.8,2,1,1,0,0,0,0,0,"red fruit, intense, earthy",3.75,North America
2000,Rogue,,U.S.A.,2015,Bolivia,0,"Tranquilidad, Batch 1",0.75,2,1,1,0,0,0,0,0,"roasty, dried fruit, sour",3.25,North America
2001,Rogue,,U.S.A.,2015,Venezuela,0,"Caranero, Choc. Garage Exclusive",0.7,2,1,1,0,0,0,0,0,"deep, rich, nutty, roasty",3.75,North America
2002,Rogue,,U.S.A.,2016,Honduras,0,"La Masica, Batch 1, FHIA Research Center",0.75,2,1,1,0,0,0,0,0,"robust, tart, roasty",3.75,North America
2003,Rozsavolgyi,,Hungary,2011,Venezuela,0,Porcelana,0.71,3,1,1,0,1,0,0,0,"intense, burnt, chemical",2.5,Europe
2004,Rozsavolgyi,,Hungary,2011,Principe,0,Principe,0.77,3,1,1,0,1,0,0,0,"smokey, nutty, fat residue",2.75,Europe
2005,Rozsavolgyi,,Hungary,2011,Venezuela,0,Carenero Superior,0.73,3,1,1,0,1,0,0,0,"fatty, roasty, coffee",3.5,Europe
2006,Rozsavolgyi,,Hungary,2011,Venezuela,0,"Aragua, Trincheras",0.7,3,1,1,0,1,0,0,0,"uneven melt, cashew",3.5,Europe
2007,Rozsavolgyi,,Hungary,2012,Venezuela,0,"Rio Caribe Superior, Paria Penninsula, b. R380",0.76,3,1,1,0,1,0,0,0,"fatty, burnt, nut, vegetal",2.25,Europe
2008,Rozsavolgyi,,Hungary,2012,Venezuela,0,Sur del Lago,0.84,3,1,1,0,1,0,0,0,"fatty, chemical, roasty",2.5,Europe
2009,Rozsavolgyi,,Hungary,2012,Madagascar,0,"Sambirano, Akesson Estate, batch MT3802",0.72,3,1,1,0,1,0,0,0,"buttery, sour tang, off notes",2.5,Europe
2010,Rozsavolgyi,,Hungary,2017,Venezuela,0,Chuao,0.73,3,1,1,0,1,0,0,0,"nuts, chocolate, mellow",3.75,Europe
2011,Rozsavolgyi,,Hungary,2021,Peru,0,"Piura, Norandino, Gran Blanco Nativo, b. PB4704",0.72,3,1,1,0,1,0,0,0,"blackberry, mild floral",3.75,Europe
2012,Ruket,,Italy,2017,Honduras,0,"Red Mayan, Xoco",0.72,3,1,0,1,1,0,0,0,"off note, vegetal, nibby",2.75,Europe
2013,Ruket,,Italy,2018,Haiti,0,"Pisa, lot 03HA",0.75,3,1,1,0,1,0,0,0,"cocoa base, spice",3.0,Europe
2014,Ruket,,Italy,2018,Nicaragua,0,"Nugu, lot 02N",0.7,3,1,1,0,1,0,0,0,"complex, coarse, astringent",3.5,Europe
2015,Ruket,,Italy,2021,Indonesia,0,"Sumba, lot 02IN",0.77,2,1,1,0,0,0,0,0,"mild smoke, tart, spice, harsh",2.75,Europe
2016,Ruket,,Italy,2021,Tanzania,0,Kokoa Kamili. Lot 73T,0.72,2,1,1,0,0,0,0,0,"clean, pure cocoa, cherry, gritty",3.5,Europe
2017,S.A.I.D.,,Italy,2010,Blend,0,100 percent,1.0,0,0,0,0,0,0,0,0,"sticky, intense, very bitter",1.5,Europe
2018,S.A.I.D.,,Italy,2010,Dominican Republic,0,Samana,0.7,0,0,0,0,0,0,0,0,"fudgey, astringent, sour",3.0,Europe
2019,S.A.I.D.,,Italy,2010,Madagascar,0,Malgascio,0.64,0,0,0,0,0,0,0,0,"sandy, subtle fruit then cocoa",3.5,Europe
2020,S.A.I.D.,,Italy,2010,Blend,0,"Carribean, Arawak",0.72,0,0,0,0,0,0,0,0,"fatty, cocoa, nutty",3.5,Europe
2021,S.A.I.D.,,Italy,2010,Blend,0,Latino,0.72,0,0,0,0,0,0,0,0,"sandy, sweet, spice",3.5,Europe
2022,Sacred,,U.S.A.,2012,Blend,0,"Midnight, Central and S. America",0.83,4,1,0,1,1,1,0,0,"grassy, strong bitter",2.75,North America
2023,Sacred,,U.S.A.,2012,Blend,0,"Twilight, Central and S. America",0.69,4,1,0,1,1,1,0,0,"grassy, maple",3.25,North America
2024,Salgado,,Argentina,2008,Brazil,0,Bahia Superior,0.7,4,1,1,0,1,0,1,0,"creamy, vanilla, rich",3.5,South America
2025,Salgado,,Argentina,2008,Ecuador,0,Esmeraldas,0.7,4,1,1,0,1,0,1,0,"nutty, spicy, floral",3.5,South America
2026,Salgado,,Argentina,2008,Venezuela,0,Carenero Superior,0.7,4,1,1,0,1,0,1,0,"nutty, basic cocoa",3.5,South America
2027,Salgado,,Argentina,2008,Ecuador,0,Rio Arriba,0.7,4,1,1,0,1,0,1,0,"floral, spicey",3.5,South America
2028,San Jose,,Ecuador,2017,Ecuador,1,"H. San Jose, Los Rios, L300817",0.7,4,1,1,0,1,0,1,0,"few grits, basic, gateway",3.25,South America
2029,Santander (Compania Nacional),,Colombia,2006,Colombia,1,Colombian Semi Dark,0.53,5,1,1,0,1,1,1,0,"too sweet, candy-like",2.0,South America
2030,Santander (Compania Nacional),,Colombia,2006,Colombia,1,Colombian,0.65,5,1,1,0,1,1,1,0,"sweet, cherry, marshmallow",3.0,South America
2031,Santander (Compania Nacional),,Colombia,2006,Colombia,1,Colombian Dark,0.7,5,1,1,0,1,1,1,0,"rustic, cherry, marshmallow",3.75,South America
2032,Santander (Compania Nacional),,Colombia,2009,Colombia,1,Colombian 2008,0.75,3,1,1,0,0,0,1,0,"roasty,rich cocoa,marshmallow",2.75,South America
2033,Santander (Compania Nacional),,Colombia,2009,Colombia,1,Colombian w/ nibs,0.7,5,1,1,0,1,1,1,0,"sweet, marshmallow",3.0,South America
2034,Santome,,France,2011,Sao Tome,0,Sao Tome,0.7,5,1,1,0,1,1,1,0,"perfume, vanilla",2.75,Europe
2035,Scharffen Berger,,U.S.A.,2006,Blend,0,Extra Dark,0.82,5,1,1,0,1,1,1,0,"dry, bitter, poor aftertaste",2.0,North America
2036,Scharffen Berger,,U.S.A.,2006,Blend,0,"Kumasi Sambirano, Ghana & Madagascar",0.68,5,1,1,0,1,1,1,0,"fruity, smokey, burnt",2.0,North America
2037,Scharffen Berger,,U.S.A.,2006,Jamaica,0,Jamaica a l'ancienne,0.7,5,1,1,0,1,1,1,0,"fresh nibs,chocolate base off",2.0,North America
2038,Scharffen Berger,,U.S.A.,2006,Blend,0,Semisweet,0.62,5,1,1,0,1,1,1,0,"tobacco, sweet, dairy",3.0,North America
2039,Scharffen Berger,,U.S.A.,2006,Blend,0,Bittersweet,0.7,5,1,1,0,1,1,1,0,"cherry, mild bitter",3.5,North America
2040,Scharffen Berger,,U.S.A.,2007,Blend,0,"Las Islas, Carribean(DR/Jam/Tri)",0.72,5,1,1,0,1,1,1,0,strong smokey tobacco,3.0,North America
2041,Scharffen Berger,,U.S.A.,2007,Blend,0,Nibby,0.62,5,1,1,0,1,1,1,0,"sweet, base cocoa",3.0,North America
2042,Scharffen Berger,,U.S.A.,2007,Blend,0,Antilles (Trin/Gren/DR/Ven),0.75,5,1,1,0,1,1,1,0,"smooth,complex,cocoa base",3.0,North America
2043,Scharffen Berger,,U.S.A.,2007,Venezuela,0,Cuyagua,0.75,5,1,1,0,1,1,1,0,"complex, strawberry, tart",3.75,North America
2044,Scharffen Berger,,U.S.A.,2008,Blend,0,"Finisterra, Ven., Trinidad, Mad.",0.72,5,1,1,0,1,1,1,0,"grassy, black pepper, smoke",3.0,North America
2045,Scharffen Berger,,U.S.A.,2009,Brazil,0,Tome Acu,0.68,5,1,1,0,1,1,1,0,"smooth, tart, earthy",3.75,North America
2046,Scharffen Berger,,U.S.A.,2009,Vietnam,0,Ben Tre,0.72,5,1,1,0,1,1,1,0,"creamy, grassy, banana, tart",3.75,North America
2047,Scharffen Berger,,U.S.A.,2009,Ghana,0,Asante,0.65,5,1,1,0,1,1,1,0,"simple, delicate cocoa, long",4.0,North America
2048,Scharffen Berger,,U.S.A.,2010,Grenada,0,Camahogne,0.68,5,1,1,0,1,1,1,0,"smooth, grassy, minty",3.5,North America
2049,Scharffen Berger,,U.S.A.,2010,Madagascar,0,Amina,0.65,5,1,1,0,1,1,1,0,"clingy,subtle, tangy, citrus",3.75,North America
2050,Scharffen Berger,,U.S.A.,2011,Papua New Guinea,0,Markham Valley,0.68,5,1,1,0,1,1,1,0,"cherry,wine,rich,smoke",3.75,North America
2051,Scharffen Berger,,U.S.A.,2012,Peru,0,San Juan de Cheni,0.78,4,1,1,0,1,0,1,0,"banana, pear, spice, cheese",4.0,North America
2052,Seaforth,,U.K.,2015,Dominican Republic,0,Dominican Republic,0.7,2,1,1,0,0,0,0,0,"rustic, vegetal, earthy",2.75,Europe
2053,Seaforth,,U.K.,2015,Grenada,0,Grenada,0.7,2,1,1,0,0,0,0,0,"off, sweet, orange, rubber",2.75,Europe
2054,Seahorse,,U.S.A.,2018,Honduras,0,Wampusirpi,0.7,2,1,1,0,0,0,0,0,"dry, earthy, surface mark",2.75,North America
2055,Seahorse,,U.S.A.,2018,Dominican Republic,0,Zorzal,0.7,2,1,1,0,0,0,0,0,"earthy, mild fruit, sticky",3.0,North America
2056,Seahorse,,U.S.A.,2018,Tanzania,0,Kokoa Kamili,0.7,2,1,1,0,0,0,0,0,"sticky, cherry, cocoa",3.25,North America
2057,Seahorse,,U.S.A.,2019,Fiji,0,Matasawalevu,0.7,2,1,1,0,0,0,0,0,"sharp, raw, metallic",2.75,North America
2058,Seahorse,,U.S.A.,2019,Uganda,0,Semuliki Forest,0.7,2,1,1,0,0,0,0,0,"cocoa, roasty, sticky",3.5,North America
2059,Seahorse,,U.S.A.,2021,Trinidad,0,Gewan Gangaram,0.75,2,1,1,0,0,0,0,0,"sl roasty, woody, melon, spicy",3.25,North America
2060,Seahorse,,U.S.A.,2021,Peru,0,Ucayali,0.7,2,1,1,0,0,0,0,0,"orange, fig, cocoa",3.5,North America
2061,Seahorse,,U.S.A.,2021,Vietnam,0,Ben Tre,0.7,2,1,1,0,0,0,0,0,blueberry & cocoa dominate,3.5,North America
2062,Seahorse,,U.S.A.,2021,India,0,Anamalai,0.7,2,1,1,0,0,0,0,0,"sticky, dark berry, roasty edge",3.5,North America
2063,Shane Chocolate Works,,U.S.A.,2019,Guatemala,0,Guatemala,0.7,3,1,1,0,1,0,0,0,"spicy, rich cocoa, sweet",3.0,North America
2064,Shane Chocolate Works,,U.S.A.,2019,Colombia,0,Colombia,0.7,3,1,1,0,1,0,0,0,"black pepper, astringent",3.0,North America
2065,Shane Chocolate Works,,U.S.A.,2019,Belize,0,Belize,0.7,3,1,1,0,1,0,0,0,full cocoa flavor,3.5,North America
2066,Shark Mountain,,U.S.A.,2014,Ecuador,0,Ecuador,0.75,2,1,1,0,0,0,0,0,"coffee, nutty",3.0,North America
2067,Shark Mountain,,U.S.A.,2014,Belize,0,"Belize, 2013",0.72,2,1,1,0,0,0,0,0,"fruity, blueberry",3.25,North America
2068,Shark Mountain,,U.S.A.,2015,Venezuela,0,Cuyagua,0.77,2,1,1,0,0,0,0,0,"smoked ham, tangy, berry",2.75,North America
2069,Shark Mountain,,U.S.A.,2015,Jamaica,0,Jamaica,0.72,2,1,1,0,0,0,0,0,"sticky, dried fruit, smoke",3.25,North America
2070,Shark Mountain,,U.S.A.,2015,Papua New Guinea,0,Papua New Guinea,0.73,2,1,1,0,0,0,0,0,"chewy, smoke, fruit, cocoa",3.5,North America
2071,Shark Mountain,,U.S.A.,2015,Dominican Republic,0,ROIG,0.74,2,1,1,0,0,0,0,0,"grapes, tangy, cocoa",3.5,North America
2072,Shark's,,U.S.A.,2011,U.S.A.,1,"Hawai'i Island, Hilo",0.73,4,1,1,0,1,1,0,0,"sticky, earthy, medicinal",2.0,North America
2073,Shark's,,U.S.A.,2011,U.S.A.,1,"Hawai'i Island, Hilo, w/ added cocoa butter",0.73,4,1,1,0,1,1,0,0,"perfume, floral, chemical",2.5,North America
2074,Shattell,,Peru,2011,Peru,1,Porcelana,0.75,3,1,1,0,1,0,0,0,"strong spice, perfume, roasty",3.5,South America
2075,Shattell,,Peru,2016,Peru,1,Tingo Maria,0.7,3,1,1,0,1,0,0,0,"earthy, roasty, vegetal",3.25,South America
2076,Sibu,,Costa Rica,2015,Costa Rica,1,Oro,0.82,3,1,1,0,1,0,0,0,"gritty, fatty, coffee",3.25,North America
2077,Sibu,,Costa Rica,2015,Costa Rica,1,Oscuro,0.7,3,1,1,0,1,0,0,0,"gritty, bold, black pepper",3.5,North America
2078,Sibu Sura,,U.S.A.,2012,Peru,0,Peru,0.7,0,0,0,0,0,0,0,0,"sandy, sweet, vanilla",2.5,North America
2079,Silvio Bessone,,Italy,2011,Belize,0,Maya Belize,0.67,4,1,1,0,1,0,0,1,"fatty, cocoa, spicy",3.0,Europe
2080,Silvio Bessone,,Italy,2011,Colombia,0,"Porcelana, Colombia, Amazonas",0.68,4,1,1,0,1,0,0,1,"fatty, salty, caramel",3.0,Europe
2081,Silvio Bessone,,Italy,2011,Sao Tome,0,"Trintade, Sao Tome",0.65,4,1,1,0,1,0,0,1,"nutty, salty",3.25,Europe
2082,Silvio Bessone,,Italy,2011,Brazil,0,"Bahia, Scavina",0.6,4,1,1,0,1,0,0,1,"fatty, sweet, salty",3.25,Europe
2083,Sirene,,Canada,2014,Madagascar,0,"Somia Plantation, 2012",0.67,3,1,1,0,1,0,0,0,"tart, sweet edge",3.75,North America
2084,Sirene,,Canada,2014,Madagascar,0,"Somia Plantation, 2012",0.73,3,1,1,0,1,0,0,0,"intense fruity, mild sour",3.75,North America
2085,Sirene,,Canada,2014,Ecuador,0,"Camino Verde P., Balao, Guayas",0.73,3,1,1,0,1,0,0,0,"intense, rich, burnt, licorice",3.75,North America
2086,Sirene,,Canada,2015,Madagascar,0,"Somia Plantation, 2012",1.0,1,1,0,0,0,0,0,0,"creamy, tart, bitter",3.0,North America
2087,Sirene,,Canada,2015,Ecuador,0,"Camino Verde P., Balao, Guayas, 2012",1.0,1,1,0,0,0,0,0,0,"floral, bourbon, bitter",3.0,North America
2088,Sirene,,Canada,2015,Guatemala,0,Lachua w/ cane sugar,0.73,2,1,1,0,0,0,0,0,"waxy, earthy, cocoa, roasty",3.0,North America
2089,Sirene,,Canada,2015,Guatemala,0,"Lachua w/ maple sugar, batch 5",0.73,2,1,0,1,0,0,0,0,"waxy, maple, flat",3.25,North America
2090,Sirene,,Canada,2015,Haiti,0,Pisa,0.73,2,1,1,0,0,0,0,0,"oily, medium roasted cocoa",3.25,North America
2091,Sirene,,Canada,2016,Bolivia,0,Wild Bolivia,0.73,2,1,1,0,0,0,0,0,"sticky, raisins, fudgey",3.5,North America
2092,Sirene,,Canada,2016,Tanzania,0,Kokoa Kamili Coop,0.73,2,1,1,0,0,0,0,0,"basic cocoa, gateway",3.5,North America
2093,Sirene,,Canada,2016,Ecuador,0,"Esmeraldas, Salazar Farm",0.73,2,1,1,0,0,0,0,0,"rich cocoa, spicy",3.75,North America
2094,Sirene,,Canada,2017,Peru,0,Tingo Maria,0.73,2,1,1,0,0,0,0,0,"caramel, anise, dried fruit",3.75,North America
2095,Sirene,,Canada,2021,Mexico,0,"Soconusco, Rayen Cacao Co-op",0.73,3,1,1,0,1,0,0,0,"bland, sour, lacks development",3.0,North America
2096,Sirene,,Canada,2021,India,0,"Anamalai, Pollachi City",0.73,3,1,1,0,1,0,0,0,"butterscotch, slight burnt note",3.25,North America
2097,Sjolinds,,U.S.A.,2015,Ghana,0,Ghana,0.7,4,1,1,0,1,1,0,0,"sweet, vanilla, cocoa, mold",2.75,North America
2098,Sjolinds,,U.S.A.,2015,Nicaragua,0,"Nicaragua, lot N510",0.72,3,1,1,0,1,0,0,0,"mild, nutty, vanilla, cocoa",3.0,North America
2099,"Smooth Chocolator, The",,Australia,2015,Bolivia,0,Bolivia,0.72,3,1,1,0,1,0,0,0,"floral, intense, pungent",2.75,Oceania
2100,"Smooth Chocolator, The",,Australia,2015,Peru,0,"Maranon, batch 2",0.67,3,1,1,0,1,0,0,0,"light brown, grits, floral",3.0,Oceania
2101,"Smooth Chocolator, The",,Australia,2015,Madagascar,0,Akesson's Estate,0.65,3,1,1,0,1,0,0,0,"few grits, sweet, orange",3.25,Oceania
2102,"Smooth Chocolator, The",,Australia,2015,Madagascar,0,Akesson's Estate,0.7,3,1,1,0,1,0,0,0,"few grits, bold, dark berry",3.5,Oceania
2103,"Smooth Chocolator, The",,Australia,2015,Papua New Guinea,0,"Papua New Guinea, triple roast, batch 1",0.65,3,1,1,0,1,0,0,0,"smokey, tart, astringent",3.5,Oceania
2104,"Smooth Chocolator, The",,Australia,2015,Tanzania,0,Kokoa Kamili,0.67,3,1,1,0,1,0,0,0,"bold cherry, rich cooa",3.75,Oceania
2105,"Smooth Chocolator, The",,Australia,2015,Trinidad,0,San Juan Estate,0.7,3,1,1,0,1,0,0,0,"cigar, tobacco, grass, spice",3.75,Oceania
2106,"Smooth Chocolator, The",,Australia,2015,Venezuela,0,"Chuao, batch 3",0.7,3,1,1,0,1,0,0,0,mild cacao and fruit notes,3.75,Oceania
2107,"Smooth Chocolator, The",,Australia,2015,Ecuador,0,Camino Verde,0.72,3,1,1,0,1,0,0,0,"creamy, pistachio, floral",4.0,Oceania
2108,"Smooth Chocolator, The",,Australia,2016,Vietnam,0,Tien Giang,0.7,3,1,1,0,1,0,0,0,"creamy, molasses, off note",3.0,Oceania
2109,"Smooth Chocolator, The",,Australia,2016,Guatemala,0,"Chimelb, Lanquin, Alta Verapaz, b-GUA001",0.7,3,1,1,0,1,0,0,0,"gummy, fatty, earthy",3.25,Oceania
2110,"Smooth Chocolator, The",,Australia,2016,Venezuela,0,"Guasare, La Sierra de Perija, batch gua001",0.7,3,1,1,0,1,0,0,0,"creamy, fruit, cocoa",3.75,Oceania
2111,"Smooth Chocolator, The",,Australia,2016,Belize,0,"Maya Mtn, Moho R., Toledo D.",0.7,3,1,1,0,1,0,0,0,"apple, mild cherry",3.75,Oceania
2112,"Smooth Chocolator, The",,Australia,2016,Australia,1,Australia,0.67,3,1,1,0,1,0,0,0,"delicate, smooth, dairy",3.75,Oceania
2113,"Smooth Chocolator, The",,Australia,2016,Ecuador,0,"Porcelana, Sorotaima,Machiques,batch pcl001",0.7,3,1,1,0,1,0,0,0,"ligt color, creamy, peanut",4.0,Oceania
2114,"Smooth Chocolator, The",,Australia,2017,Dominican Republic,0,"Oko Caribe, DOR005",0.7,3,1,1,0,1,0,0,0,"cherry, rich choco",3.5,Oceania
2115,"Smooth Chocolator, The",,Australia,2017,Haiti,0,"Pisa, batch HA102",0.7,3,1,1,0,1,0,0,0,"complex, earthy, melon",3.5,Oceania
2116,Snake & Butterfly,,U.S.A.,2010,Madagascar,0,Madagascar,0.68,3,1,1,0,1,0,0,0,"mild cocoa, fruity",3.0,North America
2117,Snake & Butterfly,,U.S.A.,2010,Ecuador,0,Ecuador,0.68,3,1,1,0,1,0,0,0,"fudgey then spicy, vanilla",3.25,North America
2118,Snake & Butterfly,,U.S.A.,2011,Ghana,0,Ghana,0.67,3,1,1,0,1,0,0,0,"perfume, strong chemical",1.5,North America
2119,Soeka,,Netherlands,2018,Sulawesi,0,Sulawesi,0.66,3,1,0,1,1,0,0,0,"nuts, fruit, cocoa",3.25,Europe
2120,Soklet,,India,2017,India,1,India,0.7,3,1,1,0,1,0,0,0,"grassy, hammy",2.75,Asia
2121,Sol Cacao,,U.S.A.,2015,Madagascar,0,Madagascar,0.72,2,1,1,0,0,0,0,0,"tangy, sour, intense",3.0,North America
2122,Sol Cacao,,U.S.A.,2016,Ecuador,0,"Ecuador, Batch 1",0.7,2,1,1,0,0,0,0,0,"intense, simple, floral, earthy",3.5,North America
2123,Solkiki,,U.K.,2016,Dominican Republic,0,"Castillo, Hispaniola, unroasted",0.85,2,1,1,0,0,0,0,0,"sticky, hammy, bitter",2.75,Europe
2124,Solkiki,,U.K.,2016,Peru,0,"Maranon, Fortunato No. 4",0.68,2,1,1,0,0,0,0,0,"sticky, sandy, pungent",2.75,Europe
2125,Solkiki,,U.K.,2019,Philippines,0,"Kablon Farms, Red Pod, 2018 harvest",0.7,3,1,1,0,1,0,0,0,"intense, dirty,floral,medicinal",2.5,Europe
2126,Solomons Gold,,New Zealand,2016,Solomon Islands,0,Solomon Island,0.7,2,1,1,0,0,0,0,0,"sweet, roasty, spicy",3.25,Oceania
2127,Solomons Gold,,New Zealand,2016,Solomon Islands,0,Solomon Island w/ nibs,0.75,2,1,1,0,0,0,0,0,"spicy, roasted, fresh nibs",3.25,Oceania
2128,Solstice,,U.S.A.,2013,Madagascar,0,Sambirano,0.7,2,1,1,0,0,0,0,0,"dry, molasses, sour",3.0,North America
2129,Solstice,,U.S.A.,2013,Venezuela,0,Amazonas,0.7,2,1,1,0,0,0,0,0,"dairy, cheese, molasses",3.0,North America
2130,Solstice,,U.S.A.,2013,Bolivia,0,Bolivia,0.7,2,1,1,0,0,0,0,0,"intense, leathery, cocoa",3.25,North America
2131,Solstice,,U.S.A.,2013,Peru,0,San Martin,0.7,3,1,1,0,1,0,0,0,"molasses, grape, sour",3.25,North America
2132,Solstice,,U.S.A.,2013,Blend,0,Wasatch,0.7,3,1,1,0,1,0,0,0,"creamy, nutty, cocoa",3.5,North America
2133,Solstice,,U.S.A.,2014,Uganda,0,Bundibugyo,0.7,3,1,1,0,1,0,0,0,"molasses, licorice, muted",3.0,North America
2134,Solstice,,U.S.A.,2017,Tanzania,0,Kilombero,0.7,3,1,1,0,1,0,0,0,"sticky, strong molasses",3.25,North America
2135,Solstice,,U.S.A.,2018,India,0,Anamalai,0.7,3,1,1,0,1,0,0,0,"molasses undertone, tangy",3.25,North America
2136,Solstice,,U.S.A.,2021,Vietnam,0,"Dak Nong, Lot 103120",0.7,3,1,1,0,1,0,0,0,"molasses, raisins, astringent",3.5,North America
2137,Soma,,Canada,2009,Dominican Republic,0,Hispaniola,0.7,3,1,1,0,1,0,0,0,"sticky, few grits, mild fruit,sour",3.0,North America
2138,Soma,,Canada,2009,Dominican Republic,0,Conacado,0.7,3,1,1,0,1,0,0,0,"slow to develop, nutty",3.0,North America
2139,Soma,,Canada,2009,Ghana,0,Africa,0.7,3,1,1,0,1,0,0,0,"earthy, woody, vegetal",3.5,North America
2140,Soma,,Canada,2009,Papua New Guinea,0,Papua New Guinea,0.7,3,1,1,0,1,0,0,0,"smokey, mushroom, woodsy",3.5,North America
2141,Soma,,Canada,2009,Madagascar,0,Madagascar,0.7,3,1,1,0,1,0,0,0,"subtle red berry, complex",3.75,North America
2142,Soma,,Canada,2009,Venezuela,0,Ocumare,0.7,3,1,1,0,1,0,0,0,black tea,3.75,North America
2143,Soma,,Canada,2010,Blend,0,"Black Science Blend 1, DR, Ecuador, Peru",0.7,3,1,1,0,1,0,0,0,"complex, nut, dried fruit, earth",3.75,North America
